contribution,story,title,range,doctor,airdate,runtime,resume,cast,crew,quotes,Physical Retail ISBN,Digital Retail ISBN,Production Code,cover,trailer,url
korgana,82,Torchwood 82 TBA,Torchwood - Monthly Range,,2024-4,60,"{'en': 'Story details to be announced.', 'pt': ''}",,"[{'role': 'Executive Producer', 'person': 'Jason Haigh-Ellery'}, {'role': 'Executive Producer', 'person': 'Nicholas Briggs'}, {'role': 'Music by', 'person': 'Blair Mowat'}, {'role': 'Producer', 'person': 'James Goss'}, {'role': 'Theme Music by', 'person': 'Murray Gold'}]","[{'en': '', 'pt': ''}]",978-1-80240-036-6,978-1-80240-037-3,BFPTWCD82,https://www.bigfinish.com/image/release/2754/large.jpg,,https://www.bigfinish.com/releases/v/torchwood-82-tba-2754
korgana,84,Torchwood 84 TBA,Torchwood - Monthly Range,,2024-6,60,"{'en': 'Story details to be announced.', 'pt': ''}",,"[{'role': 'Executive Producer', 'person': 'Jason Haigh-Ellery'}, {'role': 'Executive Producer', 'person': 'Nicholas Briggs'}, {'role': 'Music by', 'person': 'Blair Mowat'}, {'role': 'Producer', 'person': 'James Goss'}, {'role': 'Theme Music by', 'person': 'Murray Gold'}]","[{'en': '', 'pt': ''}]",978-1-80240-040-3,978-1-80240-041-0,BFPTWCD84,https://www.bigfinish.com/image/release/2756/large.jpg,,https://www.bigfinish.com/releases/v/torchwood-84-tba-2756
korgana,81,Torchwood 81 TBA,Torchwood - Monthly Range,,2024-3,60,"{'en': 'Story details to be announced.', 'pt': ''}",,"[{'role': 'Executive Producer', 'person': 'Jason Haigh-Ellery'}, {'role': 'Executive Producer', 'person': 'Nicholas Briggs'}, {'role': 'Music by', 'person': 'Blair Mowat'}, {'role': 'Producer', 'person': 'James Goss'}, {'role': 'Theme Music by', 'person': 'Murray Gold'}]","[{'en': '', 'pt': ''}]",978-1-80240-034-2,978-1-80240-035-9,BFPTWCD81,https://www.bigfinish.com/image/release/2753/large.jpg,,https://www.bigfinish.com/releases/v/torchwood-81-tba-2753
korgana,12,Torchwood: Made You Look,Torchwood - Monthly Range,,2016-8,57,"{'en': ""It stalks you. It whispers. It wants you to turn around. It wants you to look. But if you do... If you see it...\nTalmouth is a lonely seaside town. No-one has heard from it for days. No-one who goes in comes out. Something has happened to Talmouth. Has it been taken over by aliens? Or is it something far, far worse?\nGwen Cooper's come to Talmouth to find out. What's happened has to be seen to be believed. But by the time you've seen it, you're already dead.\n**This title will be going out of print on CD when current stocks have been sold**"", 'pt': ''}","[{'actor': 'Eve Myles', 'role': 'Gwen Cooper'}, {'actor': 'Kai Owen', 'role': 'Rhys Williams'}, {'actor': 'Ross Ford', 'role': 'James'}, {'actor': 'Matthew Gravelle', 'role': 'Darkness'}, {'actor': 'Marilyn Le Conte', 'role': 'Mrs Rhodes'}]","[{'role': 'Cover Art by', 'person': 'Lee Binding'}, {'role': 'Director', 'person': 'Scott Handcock'}, {'role': 'Executive Producer', 'person': 'Jason Haigh-Ellery'}, {'role': 'Executive Producer', 'person': 'Nicholas Briggs'}, {'role': 'Music by', 'person': 'Blair Mowat'}, {'role': 'Producer', 'person': 'James Goss'}, {'role': 'Script Editor', 'person': 'Steve Tribe'}, {'role': 'Sound Design by', 'person': 'Steve Foxon'}, {'role': 'Written by', 'person': 'Guy Adams'}, {'role': 'Theme Music by', 'person': 'Murray Gold'}]","[{'en': '', 'pt': ''}]",978-1-78575-217-9,978-1-78575-218-6,BFPTWCD12,https://www.bigfinish.com/image/release/1394/large.jpg,,https://www.bigfinish.com/releases/v/torchwood-made-you-look-1394
korgana,06,Torchwood: More Than This,Torchwood - Monthly Range,,2016-2,66,"{'en': ""Gwen Cooper has triumphed against impossible odds before, but now she's finally met her match: Roger Pugh, Planning Officer for Cardiff City Council.\nMr Pugh doesn't believe the world needs Torchwood. Gwen sets out to prove him wrong. For Mr Pugh, it's a day that'll change his life. If he can survive it.\n**THIS TITLE IS NOW OUT OF PRINT ON CD**"", 'pt': ''}","[{'actor': 'Eve Myles', 'role': 'Gwen Cooper'}, {'actor': 'Guy Adams', 'role': 'Coachman'}, {'actor': 'Russell T Davies', 'role': ""Mr Pugh's Secretary""}, {'actor': 'Richard Nichols', 'role': 'Roger Pugh'}, {'actor': 'Tom Price', 'role': 'Andy Davidson'}]","[{'role': 'Cover Art by', 'person': 'Lee Binding'}, {'role': 'Director', 'person': 'Scott Handcock'}, {'role': 'Executive Producer', 'person': 'Jason Haigh-Ellery'}, {'role': 'Executive Producer', 'person': 'Nicholas Briggs'}, {'role': 'Music by', 'person': 'Blair Mowat'}, {'role': 'Producer', 'person': 'James Goss'}, {'role': 'Script Editor', 'person': 'Steve Tribe'}, {'role': 'Sound Design by', 'person': 'Neil Gardner'}, {'role': 'Written by', 'person': 'Guy Adams'}, {'role': 'Theme Music by', 'person': 'Murray Gold'}]","[{'en': '', 'pt': ''}]",978-1-78178-926-1,978-1-78178-927-8,BFPTWCD06,https://www.bigfinish.com/image/release/1299/large.jpg,,https://www.bigfinish.com/releases/v/torchwood-more-than-this-1299
korgana,18,Torchwood: The Dying Room,Torchwood - Monthly Range,,2017-8,61,"{'en': '""In this room everyone learns the truth. And neither of us will be quite the same when we leave.""\nParis, 1940s. The German-occupied city is in a state of turmoil - a plague ravages the streets, turning people into deformed monsters.\nThe city\'s finest hotel is under siege. SS interrogator Grau has come here to find out the truth. Grau has one night to cure the plague and to unmask the mysterious Madame Berber and who she\'s really working for. Herr Grau knows all about Project Hermod. And now he\'s going to find out all about Torchwood.\n**This title will be going out of print when current CD stocks have been sold**', 'pt': ''}","[{'actor': 'Simon Russell Beale', 'role': 'M LeDuc'}, {'actor': 'Mark Elstob', 'role': 'Herr Grau'}, {'actor': 'Aly Cruickshank', 'role': 'Gabriel'}, {'actor': 'Emma Cunniffe', 'role': 'Madame Berber'}, {'actor': 'David Sibley', 'role': 'The Manager'}]","[{'role': 'Cover Art by', 'person': 'Lee Binding'}, {'role': 'Director', 'person': 'Scott Handcock'}, {'role': 'Executive Producer', 'person': 'Jason Haigh-Ellery'}, {'role': 'Executive Producer', 'person': 'Nicholas Briggs'}, {'role': 'Music by', 'person': 'Blair Mowat'}, {'role': 'Producer', 'person': 'James Goss'}, {'role': 'Script Editor', 'person': 'David Llewellyn'}, {'role': 'Sound Design by', 'person': 'Howard Carter'}, {'role': 'Written by', 'person': 'Lizzie Hopley'}, {'role': 'Theme Music by', 'person': 'Murray Gold'}]","[{'en': '', 'pt': ''}]",978-1-78575-645-0,978-1-78575-646-7,BFPTWCD18,https://www.bigfinish.com/image/release/1500/large.jpg,,https://www.bigfinish.com/releases/v/torchwood-the-dying-room-1500
korgana,17,Torchwood: The Office of Never Was,Torchwood - Monthly Range,,2017-7,63,"{'en': ""There's an empty office block in Cardiff. That's nothing special - plenty of businesses go under, clear out, cease to exist. All that's left behind is an empty building. But there's one office block that refuses to be forgotten about.\nThere have been stories about that building - strange lights, funny goings on, faces pressed up against the glass. Enough to get the locals worried. Enough to ask Torchwood to get involved.\nIt's Friday night. Ianto Jones has better things to do with his time than look round a haunted building. But he goes anyway, and it turns out that The Office has been waiting for him.\n**This title will be going out of print when current CD stocks have been sold**"", 'pt': ''}","[{'actor': 'Gareth David-Lloyd', 'role': 'Ianto Jones'}, {'actor': 'David Shields', 'role': 'Oliver'}, {'actor': 'Bethan Rose Young', 'role': 'Girl'}]","[{'role': 'Cover Art by', 'person': 'Lee Binding'}, {'role': 'Director', 'person': 'Scott Handcock'}, {'role': 'Executive Producer', 'person': 'Jason Haigh-Ellery'}, {'role': 'Executive Producer', 'person': 'Nicholas Briggs'}, {'role': 'Music by', 'person': 'Blair Mowat'}, {'role': 'Producer', 'person': 'James Goss'}, {'role': 'Script Editor', 'person': 'David Llewellyn'}, {'role': 'Sound Design by', 'person': 'Rob Harvey'}, {'role': 'Written by', 'person': 'James Goss'}, {'role': 'Theme Music by', 'person': 'Murray Gold'}]","[{'en': '', 'pt': ''}]",978-1-78575-643-6,978-1-78575-644-3,BFPTWCD17,https://www.bigfinish.com/image/release/1499/large.jpg,,https://www.bigfinish.com/releases/v/torchwood-the-office-of-never-was-1499
korgana,16,Torchwood: torchwood_cascade_ CDRip.tor,Torchwood - Monthly Range,,2017-6,63,"{'en': ""Come on, we've all done it. We've all downloaded a cheeky little something we shouldn't have. After all, what's the harm, eh? You never get caught. No-one knows. No-one knocks at your door and tells you you're about to die.\nTurns out, there's something hiding in the internet. It knows what you've done. And it's going to stop you.\n**This title will be going out of print when current CD stocks have been sold**"", 'pt': ''}","[{'actor': 'Naoko Mori', 'role': 'Toshiko Sato'}, {'actor': 'Rachel Handshaw', 'role': 'Nikki'}, {'actor': 'Robbie Jarvis', 'role': 'Stephen'}, {'actor': 'Ashley Kumar', 'role': 'Max'}]","[{'role': 'Cover Art by', 'person': 'Lee Binding'}, {'role': 'Director', 'person': 'Scott Handcock'}, {'role': 'Executive Producer', 'person': 'Jason Haigh-Ellery'}, {'role': 'Executive Producer', 'person': 'Nicholas Briggs'}, {'role': 'Music by', 'person': 'Blair Mowat'}, {'role': 'Producer', 'person': 'James Goss'}, {'role': 'Script Editor', 'person': 'David Llewellyn'}, {'role': 'Sound Design by', 'person': 'Rob Harvey'}, {'role': 'Written by', 'person': 'Scott Handcock'}, {'role': 'Theme Music by', 'person': 'Murray Gold'}]","[{'en': '', 'pt': ''}]",978-1-78575-641-2,978-1-78575-642-9,BFPTWCD16,https://www.bigfinish.com/image/release/1498/large.jpg,,https://www.bigfinish.com/releases/v/torchwood-torchwood-cascade-cdrip-tor-1498
korgana,07,Torchwood: The Victorian Age,Torchwood - Monthly Range,,2016-3,59,"{'en': ""London, England, the 1890s. Queen Victoria, ruler of Great Britain and Ireland and Empress of India, has arrived for her annual inspection of the Torchwood Institute. This year, everyone is quite determined, nothing will go wrong.\nSeveral minutes later a terrible creature is unleashed on the streets of London. No one knows where it comes from, what it is, or even why it's on Earth. It's ruthless, has no morals, and is quite unstoppable. Captain Jack Harkness is on the loose, and Queen Victoria is along for the ride of her life.\n**THIS TITLE IS NOW OUT OF PRINT ON CD**"", 'pt': ''}","[{'actor': 'John Barrowman', 'role': 'Captain Jack Harkness'}, {'actor': 'Rowena Cooper', 'role': 'Queen Victoria'}, {'actor': 'Guy Adams', 'role': 'Archie'}, {'actor': 'AK Benedict', 'role': 'Josephine'}, {'actor': 'Louise Jameson', 'role': 'Emily'}, {'actor': 'Youssef Kerkour', 'role': 'Royalist'}, {'actor': 'Aaron Neil', 'role': 'Tube Driver'}]","[{'role': 'Cover Art by', 'person': 'Lee Binding'}, {'role': 'Director', 'person': 'Scott Handcock'}, {'role': 'Executive Producer', 'person': 'Jason Haigh-Ellery'}, {'role': 'Executive Producer', 'person': 'Nicholas Briggs'}, {'role': 'Music by', 'person': 'Blair Mowat'}, {'role': 'Producer', 'person': 'James Goss'}, {'role': 'Script Editor', 'person': 'Steve Tribe'}, {'role': 'Sound Design by', 'person': 'Kelly Ellis @ Fool Circle Productions'}, {'role': 'Written by', 'person': 'AK Benedict'}, {'role': 'Theme Music by', 'person': 'Murray Gold'}]","[{'en': '', 'pt': ''}]",978-1-78575-207-0,978-1-78575-208-7,BFPTWCD07,https://www.bigfinish.com/image/release/1389/large.jpg,,https://www.bigfinish.com/releases/v/torchwood-the-victorian-age-1389
korgana,14,Torchwood: The Dollhouse,Torchwood - Monthly Range,,2017-4,61,"{'en': ""1970s Los Angeles - the city of angels and broken dreams. Three remarkable women keep the West Coast safe from alien attacks – they are Torchwood Los Angeles.\nSo many young girls come to this city hoping for something better. For some, luck is just around the corner. For others that golden ticket never arrives and they just fade away.\nBut it's not that simple. Everyone has a value to someone, and Torchwood are about to discover Hollywood's darkest secret.\n**This title will be going out of print when current CD stocks have been sold**"", 'pt': ''}","[{'actor': 'Laila Pyne', 'role': 'Marlow Sweet'}, {'actor': 'Kelly-Anne Lyons', 'role': 'Charley Du Bujeau'}, {'actor': 'Ajjaz Awad', 'role': 'Gabi Martinez'}, {'actor': 'Guy Adams', 'role': 'Mr Beamish'}, {'actor': 'David Menkin', 'role': 'Brad'}, {'actor': 'Stuart Milligan', 'role': 'Don Donahue'}, {'actor': 'Eve Webster', 'role': 'Valerie Fox'}]","[{'role': 'Cover Art by', 'person': 'Lee Binding'}, {'role': 'Director', 'person': 'Lisa Bowerman'}, {'role': 'Executive Producer', 'person': 'Jason Haigh-Ellery'}, {'role': 'Executive Producer', 'person': 'Nicholas Briggs'}, {'role': 'Music by', 'person': 'Blair Mowat'}, {'role': 'Music by', 'person': 'Steve Wright'}, {'role': 'Producer', 'person': 'James Goss'}, {'role': 'Script Editor', 'person': 'David Llewellyn'}, {'role': 'Sound Design by', 'person': 'Rob Harvey'}, {'role': 'Written by', 'person': 'Juno Dawson'}, {'role': 'Theme Music by', 'person': 'Murray Gold'}]","[{'en': '', 'pt': ''}]",978-1-78575-637-5,978-1-78575-638-2,BFPTWCD14,https://www.bigfinish.com/image/release/1496/large.jpg,https://www.youtube.com/embed/MdFnbhLxr3E,https://www.bigfinish.com/releases/v/torchwood-the-dollhouse-1496
korgana,15,Torchwood: Corpse Day,Torchwood - Monthly Range,,2017-5,65,"{'en': ""Glynn Lewis is just putting up a spice rack when there's a knock at the door. A knock that will bring a brutal end to his perfect family.\nPC Andy is very excited. It's Corpse Day - the day when the local constabulary gets help on dead cases from Torchwood. This year, he's volunteered to act as liaison, and he knows he's going to have a brilliant time.\nFor Dr Owen Harper, today's just like any other. There'll be bloodshed, screaming and murder. At the end of it all, he doesn't care. After all, life's just for the living, and he's long dead.\n**This title will be going out of print when current CD stocks have been sold**"", 'pt': ''}","[{'actor': 'Burn Gorman', 'role': 'Owen Harper'}, {'actor': 'Tom Price', 'role': 'Andy Davidson'}, {'actor': 'Nigel Betts', 'role': 'Glynn'}, {'actor': 'Rhian Blundell', 'role': 'Marta'}, {'actor': 'Aly Cruickshank', 'role': 'Desk Sergeant'}, {'actor': 'Hannah Maddox', 'role': 'Angela'}, {'actor': 'Oliver Mason', 'role': 'Sonny'}, {'actor': ""Charlotte O'Leary"", 'role': 'Waitress'}, {'actor': 'Alex Tregear', 'role': 'Jan'}]","[{'role': 'Cover Art by', 'person': 'Lee Binding'}, {'role': 'Director', 'person': 'Scott Handcock'}, {'role': 'Executive Producer', 'person': 'Jason Haigh-Ellery'}, {'role': 'Executive Producer', 'person': 'Nicholas Briggs'}, {'role': 'Music by', 'person': 'Blair Mowat'}, {'role': 'Music by', 'person': 'Steve Wright'}, {'role': 'Producer', 'person': 'James Goss'}, {'role': 'Script Editor', 'person': 'Steve Tribe'}, {'role': 'Sound Design by', 'person': 'Rob Harvey'}, {'role': 'Written by', 'person': 'James Goss'}, {'role': 'Theme Music by', 'person': 'Murray Gold'}]","[{'en': '', 'pt': ''}]",978-1-78575-639-9,978-1-78575-640-5,BFPTWCD15,https://www.bigfinish.com/image/release/1497/large.jpg,,https://www.bigfinish.com/releases/v/torchwood-corpse-day-1497
korgana,74,Torchwood 74 TBA,Torchwood - Monthly Range,,2023-8,60,"{'en': 'Story details to be announced.', 'pt': ''}",,"[{'role': 'Executive Producer', 'person': 'Jason Haigh-Ellery'}, {'role': 'Executive Producer', 'person': 'Nicholas Briggs'}, {'role': 'Music by', 'person': 'Blair Mowat'}, {'role': 'Producer', 'person': 'James Goss'}, {'role': 'Theme Music by', 'person': 'Murray Gold'}]","[{'en': '', 'pt': ''}]",978-1-80240-020-5,978-1-80240-021-2,BFPTWCD74,https://www.bigfinish.com/image/release/2746/large.jpg,,https://www.bigfinish.com/releases/v/torchwood-74-tba-2746
korgana,67,Torchwood: The Lincolnshire Poacher,Torchwood - Monthly Range,,2022-11,79,"{'en': 'This title was released in November 2022. It will be exclusively available to buy from the Big Finish website until 31 January 2023, and on general sale after this date.\nMysterious signals lead Torchwood to the Moil. 4-1-8-4. Greg likes countryside walks and recording the songs of birds. 3-6-2-7. No one knows the secret of the numbers stations. 1-2-0-5.\nHow long has Ianto Jones been trapped in the boiler room? 9-7-2-3. Reality is collapsing. 3-5-8-1.\nThe Lincolnshire Poacher is waiting.', 'pt': ''}","[{'actor': 'Gareth David-Lloyd', 'role': 'Ianto Jones'}, {'actor': 'Hywel Morgan', 'role': 'Doctor'}, {'actor': 'Tania Rodrigues', 'role': 'The Numbers Station'}, {'actor': 'David Shaw-Parker', 'role': 'Greg'}]","[{'role': 'Written by', 'person': 'Stewart Pringle'}, {'role': 'Written by', 'person': 'Lauren Mooney'}, {'role': 'Senior Producer', 'person': 'David Richardson'}, {'role': 'Additional themes by', 'person': 'Ben Foster'}, {'role': 'Cover Art by', 'person': 'Sean Longmore'}, {'role': 'Director', 'person': 'Lisa Bowerman'}, {'role': 'Executive Producer', 'person': 'Jason Haigh-Ellery'}, {'role': 'Executive Producer', 'person': 'Nicholas Briggs'}, {'role': 'Music by', 'person': 'Blair Mowat'}, {'role': 'Producer', 'person': 'James Goss'}, {'role': 'Script Editor', 'person': 'James Goss'}, {'role': 'Sound Design by', 'person': 'Toby Hrycek-Robinson'}, {'role': 'Theme Music by', 'person': 'Murray Gold'}]","[{'en': '', 'pt': ''}]",978-1-83868-806-6,978-1-83868-807-3,BFPTWCD67,https://www.bigfinish.com/image/release/2561/large.jpg,,https://www.bigfinish.com/releases/v/torchwood-the-lincolnshire-poacher-2561
korgana,68,Torchwood: The Empire Man,Torchwood - Monthly Range,,2022-12,73,"{'en': 'This title was released in December 2022. It will be exclusively available to buy from the Big Finish website until 28 February 2023, and on general sale after this date.\nChristmas Eve, and in a secret library underneath Buckingham Palace, Queen Victoria has invited her new prime minister to a very private tradition.\nAt one hour to midnight, the monarch insists on the telling of ghost stories. Stories of the supernatural, the alien, and the unsettling. Only this year, something else has got in.\nWe are not alone.', 'pt': ''}","[{'actor': 'Rowena Cooper', 'role': 'Queen Victoria'}, {'actor': 'Richard David-Caine', 'role': 'The Prime Minister'}, {'actor': 'Hugh Fraser', 'role': 'Castringham'}, {'actor': 'Patience Tomlinson', 'role': 'Mrs Wickmere'}]","[{'role': 'Senior Producer', 'person': 'David Richardson'}, {'role': 'Senior Producer', 'person': 'John Ainsworth'}, {'role': 'Additional themes by', 'person': 'Ben Foster'}, {'role': 'Cover Art by', 'person': 'Sean Longmore'}, {'role': 'Director', 'person': 'Lisa Bowerman'}, {'role': 'Executive Producer', 'person': 'Jason Haigh-Ellery'}, {'role': 'Executive Producer', 'person': 'Nicholas Briggs'}, {'role': 'Music by', 'person': 'Blair Mowat'}, {'role': 'Producer', 'person': 'James Goss'}, {'role': 'Script Editor', 'person': 'David Winfield'}, {'role': 'Sound Design by', 'person': 'Toby Hrycek-Robinson'}, {'role': 'Written by', 'person': 'Jonathan Barnes'}, {'role': 'Theme Music by', 'person': 'Murray Gold'}]","[{'en': '', 'pt': ''}]",978-1-83868-808-0,978-1-83868-809-7,BFPTWCD68,https://www.bigfinish.com/image/release/2562/large.jpg,,https://www.bigfinish.com/releases/v/torchwood-the-empire-man-2562
korgana,78,Torchwood 78 TBA,Torchwood - Monthly Range,,2023-12,60,"{'en': 'Story details to be announced.', 'pt': ''}",,"[{'role': 'Executive Producer', 'person': 'Jason Haigh-Ellery'}, {'role': 'Executive Producer', 'person': 'Nicholas Briggs'}, {'role': 'Music by', 'person': 'Blair Mowat'}, {'role': 'Producer', 'person': 'James Goss'}, {'role': 'Theme Music by', 'person': 'Murray Gold'}]","[{'en': '', 'pt': ''}]",978-1-80240-028-1,978-1-80240-029-8,BFPTWCD78,https://www.bigfinish.com/image/release/2750/large.jpg,,https://www.bigfinish.com/releases/v/torchwood-78-tba-2750
korgana,27,Torchwood: Sync,Torchwood - Monthly Range,,2019-5,66,"{'en': ""Torchwood vs Monsters!\nMargaret Blaine is the Mayor of Cardiff. She's also an alien who'll do anything to get off the planet Earth. When a spaceship crashes outside Cardiff, it seems like the answer to her prayers. But she's not the only person at crash site.\nSuzie Costello works for Torchwood, but strictly to her own agenda. When a spaceship crashes outside Cardiff, it seems like the answer to her prayers. But she's not the only person at the crash site.\nBonded by an alien device, Margaret and Suzie find themselves on the run from Torchwood, the police, and six warp missiles that'll destroy them, Cardiff, and most of the Western Hemisphere."", 'pt': ''}","[{'actor': 'Indira Varma', 'role': 'Susie Costello'}, {'actor': 'Annette Badland', 'role': 'Margaret Blaine'}, {'actor': 'Raj Ghatak', 'role': 'Pilot'}]","[{'role': 'Additional themes by', 'person': 'Ben Foster'}, {'role': 'Cover Art by', 'person': 'Lee Binding'}, {'role': 'Director', 'person': 'Scott Handcock'}, {'role': 'Executive Producer', 'person': 'Jason Haigh-Ellery'}, {'role': 'Executive Producer', 'person': 'Nicholas Briggs'}, {'role': 'Music by', 'person': 'Blair Mowat'}, {'role': 'Producer', 'person': 'James Goss'}, {'role': 'Script Editor', 'person': 'Scott Handcock'}, {'role': 'Sound Design by', 'person': 'Richard Fox @ FoxYason Studios'}, {'role': 'Written by', 'person': 'Lisa McMullin'}, {'role': 'Theme Music by', 'person': 'Murray Gold'}]","[{'en': '', 'pt': ''}]",978-1-78703-477-8,978-1-78703-478-5,BFPTWCD27,https://www.bigfinish.com/image/release/1713/large.jpg,,https://www.bigfinish.com/releases/v/torchwood-sync-1713
korgana,13,Torchwood: Visiting Hours,Torchwood - Monthly Range,,2017-3,57,"{'en': ""Everyone's a little worried about St Helen's Hospital. In many ways it is a miracle of the modern NHS. It has plenty to offer its patients. The problem is that a lot of them keep dying of natural causes in the night. And no-one can find the bodies.\nPeople are beginning to notice. Questions are being asked. And there are rumours – the strange whispering figures seen at the end of the corridors, the electrical buzzing, the screams.\nAlso, Rhys Williams has come to visit his mother. Brenda's had her hip done and is looking forward to a bit of rest and regular crumble. Rhys and his mam are in for a night they'll never forget.\n**This title will be going out of print when current CD stocks have been sold**"", 'pt': ''}","[{'actor': 'Kai Owen', 'role': 'Rhys Williams'}, {'actor': 'Nerys Hughes', 'role': 'Brenda'}, {'actor': 'Stephen Critchlow', 'role': 'Dr Fletcher'}, {'actor': 'Ruth Lloyd', 'role': 'Nurse Brown'}, {'actor': 'Ryan Sampson', 'role': 'Mr Nichols'}, {'actor': 'Karl Theobald', 'role': 'Mr Tate'}]","[{'role': 'Cover Art by', 'person': 'Lee Binding'}, {'role': 'Director', 'person': 'Scott Handcock'}, {'role': 'Executive Producer', 'person': 'Jason Haigh-Ellery'}, {'role': 'Executive Producer', 'person': 'Nicholas Briggs'}, {'role': 'Music by', 'person': 'Blair Mowat'}, {'role': 'Producer', 'person': 'James Goss'}, {'role': 'Script Editor', 'person': 'David Llewellyn'}, {'role': 'Sound Design by', 'person': 'Benji Clifford'}, {'role': 'Written by', 'person': 'David Llewellyn'}, {'role': 'Theme Music by', 'person': 'Murray Gold'}]","[{'en': '', 'pt': ''}]",978-1-78575-635-1,978-1-78575-636-8,BFPTWCD13,https://www.bigfinish.com/image/release/1495/large.jpg,,https://www.bigfinish.com/releases/v/torchwood-visiting-hours-1495
korgana,26,Torchwood: The Green Life,Torchwood - Monthly Range,,2019-4,72,"{'en': ""Torchwood vs Monsters!\nMany years ago Jo Grant met Professor Clifford Jones, fell in love and saved the world. It all happened in the idyllic Welsh community of Llanfairfach.\nJosephine Jones has come back to Llanfairfach and she finds it a bustling place with a thriving economy. The little town is now at the spearhead of a healthy-eating revolution. And yet, something's missing. It feels like the heart has gone out of the place.\nShe falls in with a dashing stranger and realises that although the past was a lot simpler, not everything's changed. There's still something nasty in the mine, and it's been waiting for Jo for a very long time."", 'pt': ''}","[{'actor': 'John Barrowman', 'role': 'Captain Jack Harkness'}, {'actor': 'Katy Manning', 'role': 'Josephine Jones'}, {'actor': 'Stewart Bevan', 'role': 'Voice of the Hive'}]","[{'role': 'Additional themes by', 'person': 'Ben Foster'}, {'role': 'Cover Art by', 'person': 'Lee Binding'}, {'role': 'Director', 'person': 'Scott Handcock'}, {'role': 'Executive Producer', 'person': 'Jason Haigh-Ellery'}, {'role': 'Executive Producer', 'person': 'Nicholas Briggs'}, {'role': 'Music by', 'person': 'Blair Mowat'}, {'role': 'Producer', 'person': 'James Goss'}, {'role': 'Script Editor', 'person': 'Scott Handcock'}, {'role': 'Sound Design by', 'person': 'Richard Fox @ FoxYason Studios'}, {'role': 'Written by', 'person': 'David Llewellyn'}, {'role': 'Theme Music by', 'person': 'Murray Gold'}]","[{'en': '', 'pt': ''}]",978-1-78703-475-4,978-1-78703-476-1,BFPTWCD26,https://www.bigfinish.com/image/release/1712/large.jpg,,https://www.bigfinish.com/releases/v/torchwood-the-green-life-1712
korgana,77,Torchwood 77 TBA,Torchwood - Monthly Range,,2023-11,60,"{'en': 'Story details to be announced.', 'pt': ''}",,"[{'role': 'Executive Producer', 'person': 'Jason Haigh-Ellery'}, {'role': 'Executive Producer', 'person': 'Nicholas Briggs'}, {'role': 'Music by', 'person': 'Blair Mowat'}, {'role': 'Producer', 'person': 'James Goss'}, {'role': 'Theme Music by', 'person': 'Murray Gold'}]","[{'en': '', 'pt': ''}]",978-1-80240-026-7,978-1-80240-027-4,BFPTWCD77,https://www.bigfinish.com/image/release/2749/large.jpg,,https://www.bigfinish.com/releases/v/torchwood-77-tba-2749
korgana,25,Torchwood: Night of the Fendahl,Torchwood - Monthly Range,,2019-3,65,"{'en': ""Torchwood vs Monsters!\nMarco makes films. You wouldn't like them. The lighting's shoddy, the sets are cheap and the sound's appalling. But there's an audience for them. Because they're films in which bad things happen to women.\nMarco's latest venture is based on real events. Events which took place in Fetch Priory many years ago. It's an anthology piece, and Marco needs one final victim. But the last victim is not who anyone is expecting.\nDeath has returned to Fetch Priory. And Death is no-one's victim."", 'pt': ''}","[{'actor': 'Eve Myles', 'role': 'Gwen Cooper'}, {'actor': 'Guy Adams', 'role': 'Ged'}, {'actor': 'Bradley Freegard', 'role': 'Phil'}, {'actor': 'Gavin Swift', 'role': 'Derek'}, {'actor': 'Gerald Tyler', 'role': 'Marco'}]","[{'role': 'Additional themes by', 'person': 'Ben Foster'}, {'role': 'Cover Art by', 'person': 'Lee Binding'}, {'role': 'Director', 'person': 'Scott Handcock'}, {'role': 'Executive Producer', 'person': 'Jason Haigh-Ellery'}, {'role': 'Executive Producer', 'person': 'Nicholas Briggs'}, {'role': 'Music by', 'person': 'Blair Mowat'}, {'role': 'Producer', 'person': 'James Goss'}, {'role': 'Script Editor', 'person': 'Scott Handcock'}, {'role': 'Sound Design by', 'person': 'Mark Hendrick'}, {'role': 'Written by', 'person': 'Tim Foley'}, {'role': 'Theme Music by', 'person': 'Murray Gold'}]","[{'en': '', 'pt': ''}]",978-1-78703-473-0,978-1-78703-474-7,BFPTWCD25,https://www.bigfinish.com/image/release/1711/large.jpg,,https://www.bigfinish.com/releases/v/torchwood-night-of-the-fendahl-1711
